iter	Logloss
0	0.6406151956
1	0.5892572261
2	0.5426090176
3	0.5003942473
4	0.4620941167
5	0.4294412611
6	0.3961939932
7	0.368953516
8	0.3431408725
9	0.3168441623
10	0.2955531791
11	0.2756324608
12	0.2529798106
13	0.2340084666
14	0.214316494
15	0.1959229783
16	0.1819790261
17	0.1689667935
18	0.1568536051
19	0.1464479889
20	0.13611023
21	0.1276044838
22	0.1196605001
23	0.112380341
24	0.1043874374
25	0.09579148102
26	0.08927196658
27	0.08317135472
28	0.0781015681
29	0.07328735742
30	0.06824703059
31	0.06339374267
32	0.05943121107
33	0.05593842623
34	0.05202199805
35	0.04913248271
36	0.04623559711
37	0.04402754399
38	0.04125932569
39	0.03875346313
40	0.03676011181
41	0.03473613037
42	0.03218364402
43	0.03039767309
44	0.02884958524
45	0.02736672524
46	0.02586445831
47	0.02469205826
48	0.02324777424
49	0.02213315532
50	0.02062558478
51	0.01966442017
52	0.01879614844
53	0.01787488731
54	0.01698829507
55	0.01631243382
56	0.01576087402
57	0.01501230846
58	0.01442776196
59	0.01375709813
60	0.01309531791
61	0.01248669275
62	0.01190879011
63	0.01139499491
64	0.01082591428
65	0.01039145663
66	0.009894281685
67	0.009455134256
68	0.009077936296
69	0.008670731612
70	0.008300496104
71	0.007999607936
72	0.007713070534
73	0.007442806111
74	0.007188361195
75	0.00691649528
76	0.006660975623
77	0.006437130557
78	0.00621433846
79	0.006030808923
80	0.005896892167
81	0.005726011544
82	0.005572191372
83	0.005394482109
84	0.005212058642
85	0.005058349979
86	0.004925724081
87	0.004818560621
88	0.004700762855
89	0.004562543419
90	0.004448884786
91	0.004333758208
92	0.00420226785
93	0.004088673202
94	0.003985940129
95	0.003884491275
96	0.003804314221
97	0.003717942538
98	0.003639676016
99	0.003564378838
100	0.003482117349
101	0.003393492109
102	0.003318920275
103	0.003247415488
104	0.003182513933
105	0.003129275494
106	0.003069702243
107	0.003007123806
108	0.002942326326
109	0.002880083746
110	0.002824930526
111	0.002776137872
112	0.002721016512
113	0.002671284787
114	0.002625875124
115	0.002579576304
116	0.00254488219
117	0.002500002198
118	0.002462169884
119	0.002418422777
120	0.002377820774
121	0.002336706624
122	0.002304369878
123	0.002271424077
124	0.002236907582
125	0.002205356847
126	0.002167378641
127	0.002132039099
128	0.00209791395
129	0.002066065723
130	0.002042395403
131	0.00201583778
132	0.001985111419
133	0.001952487271
134	0.001921638117
135	0.001895036155
136	0.001867331044
137	0.001846545905
138	0.001820105897
139	0.001799836357
140	0.001778464199
141	0.001751213888
142	0.001727077086
143	0.001708650642
144	0.001691019634
145	0.001673228265
146	0.001648823176
147	0.001628932105
148	0.001609507384
149	0.001593356003
150	0.00157438741
151	0.001553096096
152	0.001541928269
153	0.00152858202
154	0.001507507885
155	0.001490933299
156	0.001472662437
157	0.001456959352
158	0.001442780763
159	0.001426538449
160	0.001410247946
161	0.001400914453
162	0.001386325137
163	0.001370251016
164	0.001360230676
165	0.00134466127
166	0.001327794368
167	0.001312764722
168	0.001298998188
169	0.001286662562
170	0.001271981118
171	0.001259537965
172	0.001246061223
173	0.001230702888
174	0.001219651615
175	0.001208219483
176	0.001199572571
177	0.001186493548
178	0.001174216863
179	0.001164531583
180	0.001155780728
181	0.001144127302
182	0.00113365203
183	0.001124002991
184	0.001112742902
185	0.001105740094
186	0.001095669575
187	0.001085915863
188	0.001077635672
189	0.001068163456
190	0.001059851205
191	0.001050800602
192	0.001042826199
193	0.001033165611
194	0.001020806887
195	0.00101377879
196	0.001004431159
197	0.001004430097
198	0.0009952699085
199	0.000986040292
200	0.0009789971281
201	0.0009715772207
202	0.0009632714752
203	0.0009557818743
204	0.0009473818765
205	0.0009391320185
206	0.0009391131681
207	0.0009329507315
208	0.0009329507315
209	0.0009249340483
210	0.0009175226369
211	0.0009175182562
212	0.000917510424
213	0.000911624173
214	0.000911619394
215	0.0009116106325
216	0.0009116074466
217	0.0009056286691
218	0.0009056006589
219	0.0008969570656
220	0.0008879857798
221	0.0008879857798
222	0.0008879854479
223	0.0008879541854
224	0.0008879529907
225	0.0008879473488
226	0.0008800506048
227	0.0008800414451
228	0.0008727767885
229	0.0008658115486
230	0.0008658200446
231	0.000865798871
232	0.0008657961496
233	0.0008577047283
234	0.0008577068523
235	0.0008577118968
236	0.0008576812317
237	0.0008507518342
238	0.0008507422098
239	0.0008507207708
240	0.0008507258152
241	0.0008507253506
242	0.0008438234987
243	0.0008438152682
244	0.0008438156665
245	0.0008437870589
246	0.0008437924353
247	0.0008437875235
248	0.0008437782311
249	0.0008361613233
250	0.000836161987
251	0.0008303315573
252	0.0008303330839
253	0.0008220223603
254	0.0008220002574
255	0.0008154710337
256	0.0008082150058
257	0.0008082197184
258	0.0008024176971
259	0.000796365841
260	0.0007908752502
261	0.0007908556033
262	0.0007908517536
263	0.000790855205
264	0.0007908614443
265	0.0007908518863
266	0.0007849193721
267	0.0007849397492
268	0.0007849193721
269	0.0007849226245
270	0.0007849189075
271	0.0007849134647
272	0.0007849155224
273	0.00078491227
274	0.000784897402
275	0.000778118609
276	0.0007781184099
277	0.0007781054004
278	0.0007780842932
279	0.000778082302
280	0.000778078054
281	0.00077807593
282	0.000778067965
283	0.0007715285859
284	0.0007715204882
285	0.0007653859291
286	0.0007653858627
287	0.0007653858627
288	0.0007653734506
289	0.0007653846016
290	0.0007653778314
291	0.0007653773667
292	0.0007589879947
293	0.0007589348949
294	0.0007589467096
295	0.000758940404
296	0.000758931377
297	0.0007589390765
298	0.000753393992
299	0.0007533916689
300	0.0007533700307
301	0.0007533764027
302	0.0007533754735
303	0.0007477151624
304	0.0007477186139
305	0.0007477114454
306	0.0007477126401
307	0.0007477126401
308	0.0007476784571
309	0.0007476748729
310	0.0007476738772
311	0.0007476807802
312	0.0007476688328
313	0.0007476688328
314	0.0007463749222
315	0.000746352753
316	0.0007463572665
317	0.0007463607844
318	0.000746359125
319	0.0007463726655
320	0.0007463577975
321	0.0007463399427
322	0.0007463222206
323	0.0007407398335
324	0.000740739037
325	0.0007407236381
326	0.0007407403645
327	0.0007407403645
328	0.0007347424048
329	0.0007347532238
330	0.0007347364974
331	0.000728215305
332	0.0007282201504
333	0.0007282028265
334	0.0007281669178
335	0.0007281886223
336	0.0007281886223
337	0.0007281852372
338	0.0007281973174
339	0.0007223642327
340	0.000722356666
341	0.000722352418
342	0.000722352418
343	0.0007223466434
344	0.0007223466434
345	0.0007158117114
346	0.0007158134371
347	0.0007096999852
348	0.0007096889006
349	0.0007096826614
350	0.0007096796745
351	0.0007041667819
352	0.0007041602108
353	0.0007041656535
354	0.0007041560291
355	0.0007041406302
356	0.0007041406302
357	0.0007041627994
358	0.0007041609409
359	0.0007041475332
360	0.0007041484624
361	0.0007041541706
362	0.0007041450773
363	0.0007041566265
364	0.0007041262932
365	0.0007041357184
366	0.0006977630729
367	0.0006977630729
368	0.0006977488687
369	0.0006977662589
370	0.0006977462137
371	0.0006977509927
372	0.0006977630729
373	0.0006977509927
374	0.000697736523
375	0.000697734399
376	0.000697734399
377	0.0006977401072
378	0.0006923675309
379	0.000692360827
380	0.000692360827
381	0.000692360827
382	0.000692360827
383	0.0006923594995
384	0.0006923500743
385	0.0006923458263
386	0.0006923560481
387	0.0006923531276
388	0.000692345229
389	0.000692345229
390	0.0006923486141
391	0.0006923471538
392	0.0006923382596
393	0.0006923385251
394	0.0006923312239
395	0.0006923280379
396	0.0006923137009
397	0.0006923137009
398	0.0006923170197
399	0.0006923129044
400	0.0006923056032
401	0.0006923112451
402	0.000692318679
403	0.0006923060014
404	0.0006923105149
405	0.000692299364
406	0.0006923052049
407	0.0006922794515
408	0.0006922778585
409	0.0006922778585
410	0.0006922852925
411	0.0006869921669
412	0.0006869881844
413	0.0006869881844
414	0.0006869721217
415	0.0006869903084
416	0.0006807639529
417	0.0006807704576
418	0.0006807472264
419	0.0006807405226
420	0.0006807480229
421	0.0006807362082
422	0.0006807291061
423	0.0006807286415
424	0.0006807196809
425	0.0006807104548
426	0.0006807205437
427	0.0006807097247
428	0.0006807229332
429	0.0006807072024
430	0.0006807014278
431	0.0006807031535
432	0.0006807047465
433	0.0006807010296
